t,n_grads,f,f_avg,trans_bits,train_accuracy,test_accuracy,comm_rounds,var_error
123.0,0.0,4.198679456748534,518.2771393845323,94464.0,0.6248633879781421,0.6091205211726385,246.0,3.9144941927971026
124.0,0.0,4.194760218332891,522.0233947620245,95232.0,0.6237704918032787,0.6112920738327905,248.0,3.922904899359845
125.0,0.0,4.191443953483343,525.8375936088114,96000.0,0.6234972677595628,0.6123778501628665,250.0,3.9313861989410195
126.0,0.0,4.188722594314254,529.7205001583807,96768.0,0.6188524590163934,0.6080347448425625,252.0,3.9399340382879906
127.0,0.0,4.1865881220509715,533.6728828425662,97536.0,0.6161202185792349,0.6036916395222585,254.0,3.9485447070382813
128.0,0.0,4.185032753372011,537.6955020206685,98304.0,0.614207650273224,0.6036916395222585,256.0,3.9572271160473713
129.0,0.0,4.184048653553892,541.7890505962355,99072.0,0.6087431693989072,0.5960912052117264,258.0,3.965970336081833
130.0,0.0,4.183627725796731,545.9541581109145,99840.0,0.6062841530054645,0.5928338762214984,260.0,3.974780008698863
131.0,0.0,4.183762022559562,550.1914917996908,100608.0,0.605191256830601,0.5874049945711184,262.0,3.9836579743249767
132.0,0.0,4.184443904563918,554.5016990051836,101376.0,0.6054644808743169,0.5884907709011944,264.0,3.9925977836383413
133.0,0.0,4.185665636651981,558.8853603442435,102144.0,0.6057377049180328,0.5841476655808904,266.0,4.0016042146437965
134.0,0.0,4.187419495248444,563.3430643823397,102912.0,0.605191256830601,0.5830618892508144,268.0,4.010673371850976
135.0,0.0,4.189697917416483,567.8753733201108,103680.0,0.6046448087431694,0.5819761129207384,270.0,4.019807629877299
136.0,0.0,4.192493320733389,572.482809919371,104448.0,0.603551912568306,0.5808903365906624,272.0,4.029003819166455
137.0,0.0,4.1957982247517664,577.1659036626131,105216.0,0.6038251366120219,0.5808903365906624,274.0,4.038264071209526
138.0,0.0,4.199605231329515,581.925140184333,105984.0,0.6032786885245902,0.5808903365906624,276.0,4.047594004518588
139.0,0.0,4.203906825785928,586.7609573841548,106752.0,0.6027322404371585,0.5808903365906624,278.0,4.056978440173825
140.0,0.0,4.208695655807243,591.6738262418733,107520.0,0.6032786885245902,0.5819761129207384,280.0,4.066430397878525
141.0,0.0,4.213964579263656,596.6641851104778,108288.0,0.6030054644808743,0.5819761129207384,282.0,4.075942989988367
142.0,0.0,4.219706443636153,601.7324448821896,109056.0,0.6057377049180328,0.5830618892508144,284.0,4.0855170221084665
143.0,0.0,4.225914133731885,606.8789973651294,109824.0,0.6057377049180328,0.5830618892508144,286.0,4.09514992147834
144.0,0.0,4.232580650941931,612.1042301061468,110592.0,0.605191256830601,0.5841476655808904,288.0,4.104841967369279
145.0,0.0,4.239698988814245,617.4084766499843,111360.0,0.605191256830601,0.5841476655808904,290.0,4.114594123105966
146.0,0.0,4.247262169693588,622.7920769005434,112128.0,0.605191256830601,0.5841476655808904,292.0,4.124402999700027
147.0,0.0,4.255263512449034,628.2553957594725,112896.0,0.6049180327868853,0.5830618892508144,294.0,4.134270901858839
148.0,0.0,4.26369645994519,633.7987563843037,113664.0,0.605191256830601,0.5830618892508144,296.0,4.144202360829282
149.0,0.0,4.272554436650907,639.4224657376665,114432.0,0.605191256830601,0.5841476655808904,298.0,4.154192040495786
150.0,0.0,4.281830870130757,645.1267953015606,115200.0,0.6054644808743169,0.5830618892508144,300.0,4.164237523875073
151.0,0.0,4.291519358670439,650.9120510169121,115968.0,0.6060109289617487,0.5819761129207384,302.0,4.174337131457306
152.0,0.0,4.301613635762088,656.7784942547628,116736.0,0.6057377049180328,0.5819761129207384,304.0,4.184495863795085
153.0,0.0,4.31210748738968,662.7263968864793,117504.0,0.6065573770491803,0.5819761129207384,306.0,4.194710838955464
154.0,0.0,4.32299481807442,668.7560070804423,118272.0,0.6065573770491803,0.5819761129207384,308.0,4.204982175411117
155.0,0.0,4.334269499014505,674.8675376140543,119040.0,0.6062841530054645,0.5830618892508144,310.0,4.2153099171700505
156.0,0.0,4.345925592937113,681.0612473823248,119808.0,0.6062841530054645,0.5830618892508144,312.0,4.2256907868276885
157.0,0.0,4.357957334035606,687.3373555048554,120576.0,0.6068306010928962,0.5830618892508144,314.0,4.236125409583757
158.0,0.0,4.37035890663713,693.6960589924777,121344.0,0.6068306010928962,0.5830618892508144,316.0,4.2466164445659
159.0,0.0,4.383124642461113,700.1375773101563,122112.0,0.6068306010928962,0.5830618892508144,318.0,4.257153783653709
160.0,0.0,4.396249117260424,706.6621402131793,122880.0,0.6068306010928962,0.5841476655808904,320.0,4.267752793812677
161.0,0.0,4.409726811304654,713.2698930269191,123648.0,0.6068306010928962,0.5841476655808904,322.0,4.27839685929645
162.0,0.0,4.423552176555921,719.9610121771991,124416.0,0.6068306010928962,0.5841476655808904,324.0,4.28909773405759
