t,n_grads,f,f_avg,trans_bits,train_accuracy,test_accuracy,comm_rounds,var_error
162.0,0.0,3.747976790082734,608.8476516787282,124416.0,0.6254098360655738,0.6047774158523345,324.0,3.6654689201848214
163.0,0.0,3.745687906546144,612.2466058553148,125184.0,0.6213114754098361,0.5971769815418024,326.0,3.6715550047219234
164.0,0.0,3.7437215936377743,615.6940768578752,125952.0,0.6213114754098361,0.5971769815418024,328.0,3.6777166900293454
165.0,0.0,3.7420745899139587,619.1905378137312,126720.0,0.6218579234972678,0.5960912052117264,330.0,3.6839379760947026
166.0,0.0,3.740743625455621,622.7363458375348,127488.0,0.6213114754098361,0.5960912052117264,332.0,3.6902156063179024
167.0,0.0,3.739725253307228,626.3318887670794,128256.0,0.6210382513661202,0.5960912052117264,334.0,3.696547813447793
168.0,0.0,3.7390161178836783,629.9775268418366,129024.0,0.6213114754098361,0.5950054288816504,336.0,3.702945458672686
169.0,0.0,3.7386127351687444,633.673577645199,129792.0,0.6218579234972678,0.5960912052117264,338.0,3.709390093536669
170.0,0.0,3.738511817493732,637.4204403026699,130560.0,0.6224043715846994,0.5960912052117264,340.0,3.7159028616969527
171.0,0.0,3.7387104658210175,641.2185390081181,131328.0,0.6224043715846994,0.5960912052117264,342.0,3.7224818667997597
172.0,0.0,3.7392054176494165,645.0681246632812,132096.0,0.6213114754098361,0.5950054288816504,344.0,3.729103012435357
173.0,0.0,3.739993305845206,648.9695591591601,132864.0,0.6213114754098361,0.5906623235613464,346.0,3.735783172292215
174.0,0.0,3.741070887548078,652.923109707571,133632.0,0.6210382513661202,0.5906623235613464,348.0,3.742529266672925
175.0,0.0,3.7424348597702934,656.9290912120316,134400.0,0.6210382513661202,0.5917480998914224,350.0,3.74933524065596
176.0,0.0,3.7440820123423006,660.9877771324582,135168.0,0.6204918032786885,0.5906623235613464,352.0,3.7561770282806615
177.0,0.0,3.7460094761758143,665.09957743378,135936.0,0.6196721311475409,0.5895765472312704,354.0,3.763099888090082
178.0,0.0,3.748214162004245,669.2646642397312,136704.0,0.6199453551912568,0.5906623235613464,356.0,3.7700631183993867
179.0,0.0,3.75069266509138,673.4833098629829,137472.0,0.6202185792349727,0.5895765472312704,358.0,3.777087371546705
180.0,0.0,3.7534417371075044,677.7557154957187,138240.0,0.6185792349726776,0.5884907709011944,360.0,3.7841634511383835
181.0,0.0,3.7564583906030595,682.0822219025888,139008.0,0.6185792349726776,0.5884907709011944,362.0,3.791296271681025
182.0,0.0,3.7597398891210285,686.4630977374657,139776.0,0.6177595628415301,0.5852334419109664,364.0,3.7984943352362404
183.0,0.0,3.763283111557656,690.8985210926364,140544.0,0.6169398907103825,0.5852334419109664,366.0,3.8057302728226943
184.0,0.0,3.7670852190412463,695.3888395145423,141312.0,0.6169398907103825,0.5852334419109664,368.0,3.81302514683298
185.0,0.0,3.771143461442009,699.934241219001,142080.0,0.6158469945355192,0.5863192182410424,370.0,3.820370698654783
186.0,0.0,3.775454910621128,704.5349855320587,142848.0,0.6155737704918033,0.5863192182410424,372.0,3.827778768781223
187.0,0.0,3.780016871706719,709.1913244862542,143616.0,0.6153005464480874,0.5852334419109664,374.0,3.835242982266915
188.0,0.0,3.7848266685532987,713.9035028897861,144384.0,0.6147540983606558,0.5852334419109664,376.0,3.8427519700573214
189.0,0.0,3.7898812671456588,718.6716160912729,145152.0,0.6144808743169399,0.5852334419109664,378.0,3.8503185226242276
190.0,0.0,3.7951773935878164,723.4957934720974,145920.0,0.6136612021857923,0.5852334419109664,380.0,3.857925236485662
191.0,0.0,3.8007126410324434,728.376435402296,146688.0,0.6136612021857923,0.5852334419109664,382.0,3.8656005968327674
192.0,0.0,3.8064843746213555,733.3135644523045,147456.0,0.6136612021857923,0.5852334419109664,384.0,3.8733042570345995
193.0,0.0,3.8124900627928784,738.3075997857466,148224.0,0.6136612021857923,0.5852334419109664,386.0,3.8810841689063222
194.0,0.0,3.8187273744073598,743.358621484309,148992.0,0.6139344262295082,0.5852334419109664,388.0,3.888894751353094
195.0,0.0,3.8251934689937857,748.4668314232674,149760.0,0.6158469945355192,0.5863192182410424,390.0,3.896764191945059
196.0,0.0,3.831885486901247,753.6322794420214,150528.0,0.6158469945355192,0.5863192182410424,392.0,3.904686327334376
197.0,0.0,3.8388008411845527,758.8552519846924,151296.0,0.6153005464480874,0.5874049945711184,394.0,3.9126408106462356
198.0,0.0,3.8459372596125943,764.1359028218949,152064.0,0.614207650273224,0.5874049945711184,396.0,3.920652120157187
199.0,0.0,3.8532923927097102,769.4744694765698,152832.0,0.6144808743169399,0.5874049945711184,398.0,3.9287241836132702
200.0,0.0,3.860863712029671,774.8710153352986,153600.0,0.6144808743169399,0.5874049945711184,400.0,3.936820304951771
